行号,范围,模块,分类,子分类,来源文件,XML路径,记录标签,记录ID,字段,字符串ID,英文原文,中文译文,翻译状态
38681,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1099],string,tYqawD5G,attr:text,tYqawD5G,{VALUE} fish per day produced by coastal villages.,沿海村庄每天产鱼 {VALUE} 条。,已翻译
38682,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1100],string,TZ5CIXBH,attr:text,TZ5CIXBH,Rukh's Talons,鲁赫之爪号,已翻译
38683,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1101],string,U1Qn1JZM,attr:text,U1Qn1JZM,Karakaz,卡拉卡兹号,已翻译
38684,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1102],string,u2q4PdaI,attr:text,u2q4PdaI,Defeat all Sea Hounds before they capture the Vlandian merchantman,在西霍恩德团俘获瓦兰迪亚商船前击败所有西霍恩德团。,已翻译
38685,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1103],string,U4avdcnH,attr:text,U4avdcnH,You need at least {NUMBER} troops to send with the ship.,你至少需要 {NUMBER} 名士兵随舰船出发。,已翻译
38686,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1104],string,u51uZVjs,attr:text,u51uZVjs,Arrow of Urkhun,阿罗·奥夫·乌尔昆,已翻译
38687,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1105],string,U6O5y26b,attr:text,U6O5y26b,You found the Skatria Islands.,你发现了斯卡特里亚群岛。,已翻译
38688,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1106],string,u8xi68be,attr:text,u8xi68be,Frost-Giant,霜巨人,已翻译
38689,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1107],string,U9CfaZTF,attr:text,U9CfaZTF,"Not much honor in having your men just cut me down, is there? Fight me one-to-one. If I win, I go free, and we need never see each other again. If you win, people will remember you as the one who slew the terror of the north.",让你的手下直接砍倒我，可没什么荣誉可言，对吧？一对一决斗。如果我赢了，我走我的路，我们永不相见。如果你赢了，人们会记住你是斩杀北方恐惧的人。,已翻译
38690,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1108],string,U9e7WbOS,attr:text,U9e7WbOS,I piloted a fireship. I think you owe us more than just information.,我驾驶过火攻舰船。我觉得你欠我们的不止是情报。,已翻译
38691,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1109],string,uafBbokT,attr:text,uafBbokT,You don't have enough room on your surviving ships to escape.,你幸存的舰船上没有足够的空间逃生。,已翻译
38692,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1110],string,UaWgrVnN,attr:text,UaWgrVnN,Fahda's Consort,法赫达的护卫舰,已翻译
38693,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1111],string,uCCz0lIr,attr:text,uCCz0lIr,Keel-Snapper,基尔斯纳珀号,已翻译
38694,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1112],string,UcZmBaYV,attr:text,UcZmBaYV,Storm the Floating Fortress,强攻浮堡,已翻译
38695,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1113],string,UDgMFtzL,attr:text,UDgMFtzL,Moray Eel,莫瑞鳗号,已翻译
38696,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1114],string,udKuGe2a,attr:text,udKuGe2a,"Indeed… So then, Purig has run a bit short of money, and has arranged to sell off some of his captives in Angranfjord, his hideaway in the north. He will be anchored there for the next several weeks, doing business with his favored buyers. You may be able to get close to him without him suspecting that anything is amiss. He will not sell your sister, though, as I explained.",确实……那么，普里格手头有点紧，打算在安格兰菲尤尔德——他北方的藏身处——卖掉一些俘虏。接下来几周他会停泊在那里，与他青睐的买家交易。你或许能接近他而不引起怀疑。不过，他不会卖掉你妹妹，正如我所说。,已翻译
38697,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1115],string,ugNRbWrI,attr:text,ugNRbWrI,Meet the Vlandian Merchants,会见弗兰迪安商贾团,已翻译
38698,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1116],string,uGTU4k9w,attr:text,uGTU4k9w,Defeat Crusas' fleet and take him prisoner.,击败克鲁萨斯舰队并夺取他。,已翻译
38699,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1117],string,ugyC5nt9,attr:text,ugyC5nt9,"We arrived in Ostican. We were smuggled in by night, as the slave trade was banned by the Vlandian king, though many there clearly profited from it. Eventually Purig came to buy us. He questioned all of us closely, about our families. At first I thought he was trying to find out whether he could get a ransom for us, but no, he was trying to find someone related to you! He feared you, and was keeping me to protect himself from you! That made me proud, despite my misery.",我们抵达了奥斯蒂坎。我们是夜里被偷渡进去的，因为瓦兰迪亚国王禁止奴隶贸易，尽管那里很多人显然从中获利。最终普里格来拜了我们。他仔细盘问了我们所有人，关于我们的家族。起初我以为他想知道能否拿到赎金，但并非如此——他在找与你有关的人！他怕你，所以扣留我来防范你！这让我感到骄傲，尽管我身处苦难。,已翻译
38700,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1118],string,uh2W7Jh3,attr:text,uh2W7Jh3,Farewell. Perhaps I will take you up on your reputation.,再会。或许我会夺取你的威名一用。,已翻译
38701,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1119],string,Uj6t6FES,attr:text,Uj6t6FES,You missed the oppurtunity to jump off the ship.,你错过了跳舰船的机会。,已翻译
38702,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1120],string,uKvTvMP4,attr:text,uKvTvMP4,Mount Erithrys,埃里瑟里斯山,已翻译
38703,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1121],string,UL4LyWhF,attr:text,UL4LyWhF,{VALUE}% to ship repair cost,舰船修理费 {VALUE}%,已翻译
38704,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1122],string,uLPXg0qS,attr:text,uLPXg0qS,Stormrider,斯托姆赖德号,已翻译
38705,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1123],string,UMacLoNj,attr:text,UMacLoNj,The ruler's clan receives 15% of the revenue from ship sales of other clans.,统治者家族获得其他家族售舰船收入的15%。,已翻译
38706,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1124],string,unIV7bqB,attr:text,unIV7bqB,"Born into a Calradia perpetually at war, you didn't know playgrounds, you knew battlefields. Survival as a youngster meant picking through the battlefields. You learned to be self-sufficient, sometimes tending to wounds amidst the carnage. The law of the battlefield was simple: take what you can, and don't get caught.",你生于永无宁日的卡拉迪亚，不知游乐场为何物，只识战场。少年时，在战场上翻捡求生。你学会了自给自足，有时在尸山血海中包扎伤口。战场的法则很简单：能夺取就拿，别被抓到。,已翻译
38707,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1125],string,unOIbuqz,attr:text,unOIbuqz,"What have you done? Do you know who I am? I have allies who'll unthread your entrails from your guts and hang you with them from your own yardarm. I am queen of these waters, you fools, and those who practice piracy here without my permission end up chum to attract the sharks.",你干了什么？你知道我是谁吗？我有盟友，他们会把你的肠子从肚子里抽出来，挂在你的桅杆上。我是这片水域的女王，你们这些蠢货，未经我允许在此行海盗者，最终都成了引鲨鱼的鱼饵。,已翻译
38708,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1126],string,uPJWFjM8,attr:text,uPJWFjM8,Board the enemy ship and defeat their troops.,登上敌舰船并击败其士兵。,已翻译
38709,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1127],string,upUpjeLB,attr:text,upUpjeLB,{NAME} of Charas,查拉斯之 {NAME},已翻译
38710,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1128],string,uQjanqh7,attr:text,uQjanqh7,Be careful of the guards! Try to take them out without raising an alarm.,小心守卫！尽量在不惊动警报的情况下夺取他们。,已翻译
38711,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1129],string,uqpHfuZV,attr:text,uqpHfuZV,Peddler,佩德勒,已翻译
38712,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1130],string,UrAFO5ve,attr:text,UrAFO5ve,"Gunnar introduced you to an Aserai sea-captain named Lahar. He was pursuing one of the Sea Hounds' allies, the Emira al-Fahda, and together you set out in search of your fleet. You brought Fahda to battle in the stormy seas off Charas and took her prisoner. She told of Purig's plans to become leader of the Sea Hounds and in exchange for her life revealed to you his next target, a Sturgian silver-ship.",贡纳尔把你介绍给一位名叫拉哈尔的阿塞莱船长。他正在追捕西霍恩德团的盟友——埃米拉·法赫达，你们一同出发寻找你的舰队。你在查拉斯外的风暴海域与法赫达交战并俘虏了她。她供出了普里格成为西霍恩德团领袖的计划，并用自己的生命换来了他的下一个目标——一艘斯特吉亚运舰船。,已翻译
38713,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1131],string,UrBktTYi,attr:text,UrBktTYi,Clear the crew to capture the ship,清空船员以卡普彻·希普,已翻译
38714,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1132],string,urpdbYXl,attr:text,urpdbYXl,"You spent your youth helping your family transport goods along the river, learning to navigate the treacherous currents and to defend yourselves from raiders. You witnessed the bustling trade centers and encountered a diverse array of cultures.",你年轻时帮助家人沿河运输货物，学会了在凶险的水流中航行，并抵御劫掠者。你目睹了繁华的贸易中心，接触了多样的文化。,已翻译
38715,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1133],string,usWAF8Wz,attr:text,usWAF8Wz,Asp,阿斯普,已翻译
38716,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1134],string,ut9C8hA9,attr:text,ut9C8hA9,Chains,钦斯,已翻译
38717,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1135],string,utFgkzhx,attr:text,utFgkzhx,"Well… Normally I'd say we put as much distance between us and Purig as quickly as we can, but those merchants are still out there floundering in the waves. We can't leave them there. I can get the sail up. Take the steering oar. Let's see if we can get them out of the water.",嗯……通常我会说我们尽快远离普里格，但那些商人还在海浪中挣扎。我们不能丢下他们。我能升起塞尔。你来掌单桨。看看能不能把他们救上来。,已翻译
38718,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1136],string,uUEvDtIY,attr:text,uUEvDtIY,Wrath,拉斯号,已翻译
38719,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1137],string,uUrrMnad,attr:text,uUrrMnad,"Well, that’s decided then. We should return to Ostican to refit and gather our allies, then prepare to sail for Angranfjord.",好吧，那就这么定了。我们该归航奥斯蒂坎整修并召集盟友，然后准备驶向安格兰菲尤尔德。,已翻译
38720,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1138],string,UvFN0bf1,attr:text,UvFN0bf1,You decided to accept {HERO.NAME}'s ransom money. ({GOLD_REWARD}{GOLD_ICON}).,你决定接受 {HERO.NAME} 的赎金。（{GOLD_REWARD}{GOLD_ICON}）。,已翻译
38721,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1139],string,uyWWPIxA,attr:text,uyWWPIxA,"Yes, we defeated three Sea Hounds. Now I wish to sail with you.",是的，我们击败了三艘西霍恩德团。现在我想与你一同塞尔。,已翻译
38722,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1140],string,V0GSUvaU,attr:text,V0GSUvaU,Shipbuilders,造船匠,已翻译
38723,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1141],string,V0IGaFFn,attr:text,V0IGaFFn,Corsair Traders,科塞尔·特雷德斯,已翻译
38724,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1142],string,V1t5aRMl,attr:text,V1t5aRMl,Stallion of Tyal,泰亚尔之斯塔利昂,已翻译
38725,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1143],string,v3NQFt1b,attr:text,v3NQFt1b,"We might, if you speak truthfully.",若你言语属实，或许可以。,已翻译
38726,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1144],string,v4IDh2rE,attr:text,v4IDh2rE,Ghost,幽灵,已翻译
38727,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1145],string,V4ornHeA,attr:text,V4ornHeA,{VALUE}% recruitment cost for mariner troops.,马里纳号部队招募费用 {VALUE}%。,已翻译
38728,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1146],string,V52pdTgC,attr:text,V52pdTgC,"{PLAYER.NAME}... I hate to interrupt, but we need to move fast. We've got men badly hurt, and our water stocks are low. My lads won't be leaving any loot behind, though, not after they bled for it. We shall see you in Ostican!",{PLAYER.NAME}……我无意打断，但我们得速行。有人重伤，淡水储备也告急。不过我的弟兄们不会丢下任何战利品——他们可是流血换来的。我们在奥斯蒂坎见！,已翻译
38729,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1147],string,VAFEpyau,attr:text,VAFEpyau,{VALUE}% to morale loss suffered by enemy ships in battle.,战斗中敌方舰船士气损失 {VALUE}%。,已翻译
38730,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1148],string,vaKsHBk4,attr:text,vaKsHBk4,{NAME} of the Jade Sea,{NAME} 之碧海,已翻译
38731,战帆DLC,NavalDLC,舰船航海,std_navaldlc.xml,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,/base[1]/strings[1]/string[1149],string,VB9rTE73,attr:text,VB9rTE73,{VALUE}% damage dealt by swords.,剑造成伤害 {VALUE}%。,已翻译
